merchant_id,txns,amount,failed_rate,disputed_txns,category,in_master,chargebacks,disputed_amount,fraud_chargebacks,critical_high,distinct_disputing_users,merchant_name,merchant_status,settlement_account_type,id_record_count,chargeback_to_txn_ratio,risk_score,risk_signals,risk_tier
MCH3638,2,25791.260000000002,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3639,3,58236.36,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3643,4,63602.42,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3644,2,29794.64,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3646,3,46327.39,0.3333333333333333,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3648,1,6588.55,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3652,1,8985.51,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Varghese Plc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3653,3,10630.07,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3655,2,24772.83,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Batra LLC,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3656,2,3995.99,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Kurian-Chad,ACTIVE,MISSING,3.0,0.0,5,missing_settlement_account,LOW
MCH3658,2,27786.59,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3663,1,15891.0,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Saini-Gaba,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH3664,2,14673.42,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3665,1,16.02,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3666,1,9531.0,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Gera-Ranganathan,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3667,1,21968.65,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3671,2,11999.29,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,"Vala, Dhar and Wason",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3673,3,26610.54,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3676,3,32232.04,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3681,3,39164.950000000004,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3684,3,37211.77,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Chahal-Reddy,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3685,2,28588.18,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3687,2,47029.05,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3695,2,26698.870000000003,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3697,2,41143.259999999995,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Cherian LLC,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3698,4,70169.68,0.0,0,Department Stores,True,0.0,0.0,0.0,0.0,0.0,"Prashad, Viswanathan and Sama",ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH3702,1,16796.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3705,4,70623.95,0.25,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,"Prakash, Korpal and Narasimhan",ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH3706,5,59227.42,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3707,1,15902.0,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3708,1,12787.28,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3709,2,30995.67,0.5,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3710,4,35012.93,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3713,3,43630.05,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3714,2,24827.5,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3716,2,17026.4,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3717,1,7512.68,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3719,3,11320.619999999999,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3726,4,43040.14,0.5,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Varughese Plc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3727,2,28835.489999999998,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3728,2,34127.74,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3729,2,26808.42,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3730,2,25369.97,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3731,2,4014.25,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3732,2,20046.08,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,"Bhat, Sarin and Wagle",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3736,2,19870.88,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Goyal-Thakur,ACTIVE,MISSING,4.0,0.0,5,missing_settlement_account,LOW
MCH3737,1,13241.78,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Raval-Kurian,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3740,1,5814.92,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3741,3,28316.670000000002,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3742,6,95195.02,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,"Mall, Sarma and Merchant",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3744,1,22105.42,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3746,2,45109.64,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3747,1,14147.54,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3749,4,17459.74,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3750,1,10418.45,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3751,3,24714.020000000004,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3752,2,29797.77,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3756,2,16610.37,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3759,2,15540.949999999999,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3761,3,18799.28,0.0,0,Transportation,True,0.0,0.0,0.0,0.0,0.0,"Bal,mittaland Prabhakar",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3762,1,9951.41,1.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3763,1,24710.64,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3764,1,4907.54,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Tandon and Sons,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3768,2,23438.8,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3769,2,42347.66,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3772,2,14639.23,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3775,3,31534.41,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3777,1,474.32,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3781,2,39484.53,0.5,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3783,3,44731.5,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3784,1,18449.36,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3786,1,11357.0,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Ratta-Bhasin,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3789,2,43822.53,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3790,1,2836.36,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3792,4,70487.73,0.25,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3794,5,72354.03,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3800,1,23997.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3802,4,36494.1,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3803,3,45206.8,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,"Tara, Wali and Sachdev",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3807,2,33323.79,0.5,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3808,3,31650.24,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3812,1,22740.57,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3813,1,23877.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3814,4,41950.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3821,1,5948.15,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3822,1,11554.9,0.0,0,Transportation,True,0.0,0.0,0.0,0.0,0.0,Anne and Sons,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3823,2,16373.39,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3824,2,12662.95,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Chand-Sarna,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3825,3,32587.190000000002,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3826,3,34087.28,0.3333333333333333,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3827,2,34440.9,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3828,4,29284.870000000003,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3830,1,1615.24,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3831,1,14651.0,1.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3832,2,38051.92,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3833,4,57014.95,0.25,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3836,1,12878.04,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3840,1,8743.37,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3842,2,17048.07,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,"Rao, Rajagopal and Ratti",ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH3843,2,28230.97,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3851,1,3049.24,1.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3852,4,26282.480000000003,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3857,1,17008.18,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3859,5,89820.92,0.2,0,Restaurants,True,0.0,0.0,0.0,0.0,0.0,"Mall, Bassi and Seshadri",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3860,1,20687.87,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Sama Group,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3862,2,11036.78,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3864,3,35464.6,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3865,1,14867.87,1.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3869,3,23885.04,0.3333333333333333,0,Department Stores,True,0.0,0.0,0.0,0.0,0.0,Hegde Ltd,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3870,2,23649.98,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3871,2,34310.13,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3875,1,20192.57,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Natt Ltd,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH3876,1,5251.38,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3878,1,22249.38,1.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3879,1,16104.14,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3881,2,9290.91,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3884,3,20549.66,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3891,2,38072.25,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3892,1,6231.1,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3894,3,49138.600000000006,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3897,2,8674.45,0.5,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3898,2,18888.34,0.5,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Wadhwa-Sahni,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3902,1,13817.0,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3906,2,39301.28,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3907,4,42536.11,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,"Goswami, Chaudhary and Nanda",ACTIVE,MISSING,3.0,0.0,5,missing_settlement_account,LOW
MCH3909,1,20691.98,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3912,3,25677.870000000003,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3918,1,23776.31,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3919,2,46821.79,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3921,1,9370.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3923,4,50132.57,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3924,2,5457.73,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3928,4,65310.58,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3929,2,24053.920000000002,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3931,2,18718.37,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3932,1,8133.04,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3933,2,29412.16,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3941,3,41438.38,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Bassi-Deshmukh,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH3943,2,25951.0,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3944,3,33935.649999999994,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3948,3,55810.36,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3949,4,57751.14,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3950,4,46490.35,0.25,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3951,1,9862.0,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3952,2,27041.81,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3956,2,37638.479999999996,0.5,0,Department Stores,True,0.0,0.0,0.0,0.0,0.0,Kota Ltd,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3957,1,19621.48,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3958,1,11579.0,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3961,4,54526.92,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3963,4,33063.6,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3965,2,42132.53999999999,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3967,2,33066.71,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3968,1,3217.46,0.0,0,Transportation,True,0.0,0.0,0.0,0.0,0.0,"Peri, Sane and Mohanty",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3969,2,22931.18,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3971,1,19112.34,0.0,0,Grocery,True,0.0,0.0,0.0,0.0,0.0,Sura Plc,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH3973,5,76957.35,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3975,2,34328.32,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3976,2,32223.52,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3977,1,14907.6,0.0,0,Hotels & Lodging,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3979,2,37923.61,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3981,5,52843.39,0.0,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3982,1,13153.4,0.0,0,Transportation,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3985,1,10670.0,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3986,3,54042.380000000005,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3994,2,45051.61,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3995,1,7119.95,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3996,2,46644.06,0.5,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH3998,1,5848.28,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,"Krish, Tak and Peri",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH3999,1,5396.0,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4004,2,31193.22,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4005,3,16527.43,0.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4007,1,13199.03,0.0,0,Restaurants,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4009,1,16054.37,0.0,0,Hotels & Lodging,True,0.0,0.0,0.0,0.0,0.0,Deo Plc,ACTIVE,MISSING,2.0,0.0,5,missing_settlement_account,LOW
MCH4012,2,30933.88,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4014,2,35934.53,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4016,2,30800.48,0.0,0,Grocery,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4019,1,14972.1,1.0,0,Pharmacy,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4020,5,82537.87,0.2,0,Unknown,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5,not_in_merchant_master,LOW
MCH4026,3,33841.75,0.3333333333333333,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Nagy Ltd,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH4027,1,20211.03,1.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,"Hegde, Ratti and Gera",ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
MCH4030,2,7921.9400000000005,0.0,0,Pharmacy,True,0.0,0.0,0.0,0.0,0.0,Nayar Plc,ACTIVE,MISSING,1.0,0.0,5,missing_settlement_account,LOW
