complaint_id,txn_id,user_id,merchant_id,merchant_category,reason_category,severity,disputed_amount,transaction_timestamp,reported_timestamp,reporting_delay_days,resolution_status,kyc_status
CBK0000953,TXN00011579,USR72123,MCH8193,Pharmacy,SERVICE_NOT_PROVIDED,CRITICAL,4186.0,2026-03-02 00:00:00,2026-03-18 00:00:00,16.0,CLOSED,VERIFIED
CBK0002294,TXN00004771,USR23614,MCH9657,Grocery,GENERAL_DISPUTE,CRITICAL,5005.08,2026-02-03 00:00:00,2026-02-19 00:00:00,16.0,PENDING_BANK,NO_KYC_RECORD
CBK0002105,TXN00012640,USR74237,MCH7304,Grocery,DUPLICATE_DEBIT,HIGH,3800.84,2026-02-19 00:00:00,2026-03-07 00:00:00,16.0,IN_PROGRESS,NO_KYC_RECORD
CBK0001222,TXN00004174,USR31416,MCH6395,Transportation,UNAUTHORIZED_TXN,CRITICAL,26842.07,2026-02-22 00:00:00,2026-03-10 00:00:00,16.0,REJECTED,NO_KYC_RECORD
CBK0001089,TXN00006872,USR28430,MCH7606,Misc Retail,NOT_DELIVERED,LOW,2082.0,2026-01-05 00:00:00,2026-01-21 00:00:00,16.0,IN_PROGRESS,VERIFIED
CBK0000969,TXN00014162,USR99256,MCH9657,Transportation,NOT_DELIVERED,LOW,4363.63,2026-02-18 00:00:00,2026-03-06 00:00:00,16.0,IN_PROGRESS,VERIFIED
CBK0002311,TXN00011525,USR54428,MCH8980,Grocery,GENERAL_DISPUTE,MEDIUM,3875.84,2026-03-29 00:00:00,2026-04-14 00:00:00,16.0,PENDING_BANK,NO_KYC_RECORD
CBK0001100,TXN00058495,USR57427,MCH5101,Unknown,DUPLICATE_DEBIT,HIGH,543.72,2026-03-19 00:00:00,2026-04-04 00:00:00,16.0,REJECTED,VERIFIED
CBK0001103,TXN00006537,USR19121,MCH1126,Grocery,GENERAL_DISPUTE,MEDIUM,418.0,2026-02-25 00:00:00,2026-03-12 23:58:49,16.0,PENDING_BANK,NO_KYC_RECORD
CBK0001621,TXN00006638,USR23213,MCH2007,Misc Retail,WRONG_AMOUNT,CRITICAL,2742.66,2026-01-03 00:00:00,2026-01-19 00:00:00,16.0,OPEN,VERIFIED
CBK0001477,TXN00009790,USR87975,MCH6939,Restaurants,NOT_DELIVERED,CRITICAL,996.46,2026-03-16 00:00:00,2026-04-01 00:00:00,16.0,OPEN,NO_KYC_RECORD
CBK0001179,TXN00016521,USR89343,MCH9606,Restaurants,FRAUD_SUSPECTED,LOW,2697.0,2026-02-25 00:00:00,2026-03-13 00:00:00,16.0,PENDING_BANK,VERIFIED
CBK0002124,TXN00002782,USR67030,MCH9320,Restaurants,SERVICE_NOT_PROVIDED,HIGH,832.0,2026-02-28 00:00:00,2026-03-16 00:00:00,16.0,REJECTED,NO_KYC_RECORD
CBK0000817,TXN00002301,USR83755,MCH2902,Hotels & Lodging,ACCOUNT_TAKEOVER,LOW,769.17,2026-02-05 00:00:00,2026-02-21 00:00:00,16.0,OPEN,NO_KYC_RECORD
CBK0000611,TXN00014367,USR28764,MCH6254,Grocery,SERVICE_NOT_PROVIDED,LOW,996.14,2026-02-17 00:00:00,2026-03-05 00:00:00,16.0,OPEN,NO_KYC_RECORD
CBK0001827,TXN00003656,USR42976,MCH4667,Grocery,GENERAL_DISPUTE,LOW,1011.36,2026-03-26 00:00:00,2026-04-11 00:00:00,16.0,REJECTED,VERIFIED
CBK0002630,TXN00019209,USR42648,MCH4243,Department Stores,ACCOUNT_TAKEOVER,LOW,13306.35,2026-03-12 00:00:00,2026-03-28 00:00:00,16.0,OPEN,NO_KYC_RECORD
CBK0000374,TXN00005682,USR37782,MCH6724,Grocery,WRONG_AMOUNT,HIGH,2014.01,2026-02-22 07:20:00,2026-03-10 06:20:48,15.96,RESOLVED,VERIFIED
CBK0002496,TXN00016961,USR53948,MCH9431,Transportation,NOT_DELIVERED,MEDIUM,433.87,2026-02-26 13:00:00,2026-03-14 12:00:58,15.96,OPEN,NO_KYC_RECORD
CBK0001262,TXN00010454,USR88654,MCH1476,Grocery,UNAUTHORIZED_TXN,LOW,470.39,2026-03-15 00:00:00,2026-03-30 22:30:00,15.94,RESOLVED,NO_KYC_RECORD
CBK0002654,TXN00013866,USR87068,MCH6253,Grocery,ACCOUNT_TAKEOVER,LOW,3952.26,2026-03-25 00:00:00,2026-04-09 21:53:19,15.91,REJECTED,NO_KYC_RECORD
CBK0001593,TXN00015434,USR17004,MCH6440,Grocery,FRAUD_SUSPECTED,MEDIUM,8317.58,2026-03-05 10:42:00,2026-03-21 07:42:38,15.88,PENDING_BANK,NO_KYC_RECORD
CBK0000126,TXN00009782,USR27873,MCH5528,Pharmacy,WRONG_AMOUNT,MEDIUM,718.61,2026-03-22 00:00:00,2026-04-06 19:49:00,15.83,RESOLVED,NO_KYC_RECORD
CBK0002233,TXN00010897,USR74006,MCH9593,Grocery,NOT_DELIVERED,HIGH,5022.43,2026-01-29 21:07:26,2026-02-14 17:07:26,15.83,IN_PROGRESS,NO_KYC_RECORD
CBK0002643,TXN00011560,USR19905,MCH7402,Transportation,NOT_DELIVERED,HIGH,2932.55,2026-01-06 16:33:45,2026-01-22 11:33:45,15.79,REJECTED,NO_KYC_RECORD
CBK0002609,TXN00005872,USR76047,MCH5297,Grocery,UNAUTHORIZED_TXN,LOW,2023.21,2026-03-31 04:58:00,2026-04-16 00:00:00,15.79,RESOLVED,VERIFIED
CBK0002433,TXN00013653,USR93967,MCH4085,Pharmacy,WRONG_AMOUNT,MEDIUM,555.33,2026-02-02 03:05:01,2026-02-17 22:05:01,15.79,IN_PROGRESS,NO_KYC_RECORD
CBK0002675,TXN00007158,USR88372,MCH6114,Pharmacy,NOT_DELIVERED,HIGH,1520.53,2026-02-10 00:00:00,2026-02-25 18:38:29,15.78,IN_PROGRESS,NO_KYC_RECORD
CBK0000287,TXN00015777,USR21242,MCH3132,Unknown,FRAUD_SUSPECTED,LOW,4982.63,2026-03-27 00:00:00,2026-04-11 18:19:42,15.76,IN_PROGRESS,NO_KYC_RECORD
CBK0000753,TXN00011998,USR64914,MCH6555,Hotels & Lodging,GENERAL_DISPUTE,LOW,1184.71,2026-01-24 05:54:36,2026-02-09 00:00:00,15.75,REJECTED,NO_KYC_RECORD
CBK0001248,TXN00012952,USR28594,MCH7698,Transportation,SERVICE_NOT_PROVIDED,LOW,596.6,2026-02-02 08:39:00,2026-02-18 02:39:13,15.75,PENDING_BANK,NO_KYC_RECORD
CBK0002610,TXN00011255,USR95217,MCH9572,Transportation,ACCOUNT_TAKEOVER,LOW,2068.22,2026-01-06 00:00:00,2026-01-21 17:51:37,15.74,OPEN,REJECTED
CBK0002542,TXN00004045,USR51228,MCH5946,Pharmacy,ACCOUNT_TAKEOVER,LOW,14158.32,2026-03-24 03:03:18,2026-04-08 20:03:18,15.71,PENDING_BANK,NO_KYC_RECORD
CBK0001062,TXN00012810,USR16089,MCH3478,Pharmacy,WRONG_AMOUNT,LOW,14920.61,2026-01-26 00:00:00,2026-02-10 16:43:00,15.7,OPEN,VERIFIED
CBK0000367,TXN00017265,USR55217,MCH8758,Transportation,NOT_DELIVERED,LOW,2120.67,2026-01-10 00:00:00,2026-01-25 16:37:52,15.69,RESOLVED,NO_KYC_RECORD
CBK0001901,TXN00014122,USR22509,MCH7448,Pharmacy,GENERAL_DISPUTE,MEDIUM,440.57,2026-02-28 00:00:00,2026-03-15 16:03:17,15.67,RESOLVED,NO_KYC_RECORD
CBK0000419,TXN00018842,USR22336,MCH6678,Transportation,WRONG_AMOUNT,MEDIUM,1397.32,2026-03-13 16:46:00,2026-03-29 08:46:00,15.67,CLOSED,VERIFIED
CBK0000991,TXN00016978,USR47287,MCH5032,Restaurants,FRAUD_SUSPECTED,MEDIUM,3895.0,2026-03-28 06:01:00,2026-04-12 20:01:14,15.58,CLOSED,VERIFIED
CBK0000794,TXN00013962,USR17289,MCH1249,Grocery,NOT_DELIVERED,MEDIUM,1826.0,2026-01-12 10:51:00,2026-01-28 00:00:00,15.55,CLOSED,NO_KYC_RECORD
CBK0001900,TXN00012829,USR35221,MCH1971,Grocery,DUPLICATE_DEBIT,HIGH,4506.23,2026-03-20 18:15:11,2026-04-05 07:15:11,15.54,RESOLVED,VERIFIED
CBK0000731,TXN00009087,USR62310,MCH2569,Restaurants,FRAUD_SUSPECTED,MEDIUM,7838.0,2026-02-02 11:18:00,2026-02-18 00:18:00,15.54,PENDING_BANK,VERIFIED
CBK0001011,TXN00016394,USR88277,MCH8539,Grocery,SERVICE_NOT_PROVIDED,HIGH,4322.92,2026-02-24 05:25:21,2026-03-11 17:25:21,15.5,OPEN,NO_KYC_RECORD
CBK0002322,TXN00009493,USR27819,MCH3900,Restaurants,SERVICE_NOT_PROVIDED,MEDIUM,270.77,2026-02-26 00:00:00,2026-03-13 11:10:29,15.47,RESOLVED,NO_KYC_RECORD
CBK0000070,TXN00019236,USR11082,MCH2899,Restaurants,UNAUTHORIZED_TXN,HIGH,3160.25,2026-03-26 13:55:00,2026-04-10 23:55:00,15.42,RESOLVED,NO_KYC_RECORD
CBK0002623,,USR80824,MCH3492,Unknown,FRAUD_SUSPECTED,HIGH,1057.6,2026-01-18 14:41:00,2026-02-03 00:00:00,15.39,REJECTED,NO_KYC_RECORD
CBK0001752,TXN00006114,USR57977,MCH1341,Pharmacy,ACCOUNT_TAKEOVER,HIGH,4938.0,2026-01-11 14:56:22,2026-01-27 00:00:00,15.38,REJECTED,NO_KYC_RECORD
CBK0002260,TXN00019490,USR90511,MCH4612,Transportation,FRAUD_SUSPECTED,CRITICAL,1314.21,2026-01-04 16:21:04,2026-01-20 00:00:00,15.32,REJECTED,NO_KYC_RECORD
CBK0001246,TXN00007847,USR19060,MCH3962,Transportation,WRONG_AMOUNT,HIGH,20805.74,2026-03-29 17:35:00,2026-04-14 00:00:00,15.27,OPEN,NO_KYC_RECORD
CBK0002442,TXN00003496,USR21435,MCH8541,Hotels & Lodging,SERVICE_NOT_PROVIDED,HIGH,1706.49,2026-01-12 17:43:35,2026-01-28 00:00:00,15.26,REJECTED,NO_KYC_RECORD
CBK0000801,TXN00000284,USR97613,MCH2400,Grocery,UNAUTHORIZED_TXN,MEDIUM,2676.58,2026-03-06 06:58:00,2026-03-21 12:58:56,15.25,RESOLVED,NO_KYC_RECORD
CBK0001790,TXN00000533,USR93200,MCH4776,Hotels & Lodging,FRAUD_SUSPECTED,MEDIUM,6055.78,2026-01-18 17:59:52,2026-02-03 00:00:00,15.25,OPEN,VERIFIED
CBK0002251,TXN00017472,USR71491,MCH9585,Pharmacy,GENERAL_DISPUTE,CRITICAL,14012.62,2026-02-23 08:37:00,2026-03-10 13:37:56,15.21,RESOLVED,NO_KYC_RECORD
CBK0000836,TXN00003340,USR25869,MCH8307,Grocery,FRAUD_SUSPECTED,MEDIUM,1823.47,2026-01-09 19:59:04,2026-01-25 00:00:00,15.17,RESOLVED,VERIFIED
CBK0002533,TXN00002429,USR71417,MCH1107,Grocery,UNAUTHORIZED_TXN,MEDIUM,389.54,2026-01-27 20:26:00,2026-02-12 00:00:00,15.15,IN_PROGRESS,NO_KYC_RECORD
CBK0000803,,USR28353,MCH9017,Unknown,NOT_DELIVERED,HIGH,6400.05,2026-01-28 20:41:02,2026-02-13 00:00:00,15.14,RESOLVED,NO_KYC_RECORD
CBK0001357,TXN00015990,USR64598,MCH6606,Grocery,ACCOUNT_TAKEOVER,CRITICAL,1640.31,2026-01-08 00:00:00,2026-01-23 03:20:00,15.14,OPEN,NO_KYC_RECORD
CBK0000024,TXN00007464,USR31702,MCH5191,Pharmacy,WRONG_AMOUNT,MEDIUM,2001.83,2026-01-18 00:00:00,2026-02-02 03:05:42,15.13,REJECTED,NO_KYC_RECORD
CBK0000423,TXN00012405,USR53253,MCH5020,Hotels & Lodging,DUPLICATE_DEBIT,MEDIUM,1837.0,2026-01-26 21:04:00,2026-02-11 00:00:00,15.12,REJECTED,NO_KYC_RECORD
CBK0001390,TXN00017748,USR61630,MCH9572,Pharmacy,ACCOUNT_TAKEOVER,LOW,8160.0,2026-03-04 16:20:03,2026-03-19 19:20:03,15.12,RESOLVED,VERIFIED
CBK0002534,TXN00004493,USR49358,MCH1182,Grocery,NOT_DELIVERED,LOW,380.69,2026-01-11 21:56:00,2026-01-27 00:00:00,15.09,IN_PROGRESS,NO_KYC_RECORD
CBK0001990,TXN00013175,USR65033,MCH9749,Pharmacy,ACCOUNT_TAKEOVER,HIGH,917.0,2026-03-29 13:19:19,2026-04-13 15:19:00,15.08,IN_PROGRESS,IN_REVIEW
CBK0001290,TXN00009715,USR32457,MCH8119,Hotels & Lodging,WRONG_AMOUNT,LOW,1200.75,2026-01-07 22:39:00,2026-01-23 00:00:00,15.06,CLOSED,VERIFIED
CBK0002428,TXN00009714,USR83578,MCH8267,Pharmacy,DUPLICATE_DEBIT,LOW,807.62,2026-02-15 22:57:47,2026-03-03 00:00:00,15.04,CLOSED,NO_KYC_RECORD
CBK0000471,TXN00007267,USR49860,MCH8527,Pharmacy,DUPLICATE_DEBIT,LOW,890.07,2026-01-05 18:57:21,2026-01-20 19:57:21,15.04,REJECTED,NO_KYC_RECORD
CBK0001305,TXN00017826,USR97136,MCH9861,Restaurants,ACCOUNT_TAKEOVER,LOW,5617.04,2026-01-18 23:38:00,2026-02-03 00:00:00,15.02,IN_PROGRESS,NO_KYC_RECORD
CBK0001926,TXN00019983,USR89961,MCH2534,Grocery,DUPLICATE_DEBIT,HIGH,8084.93,2026-03-16 23:25:39,2026-04-01 00:00:00,15.02,REJECTED,VERIFIED
CBK0001096,TXN00019163,USR98710,MCH4367,Restaurants,WRONG_AMOUNT,HIGH,1202.2,2026-02-17 00:00:00,2026-03-04 00:00:00,15.0,RESOLVED,VERIFIED
CBK0002722,TXN00008498,USR23093,MCH5209,Unknown,UNAUTHORIZED_TXN,LOW,2342.66,2026-02-01 00:00:00,2026-02-16 00:00:00,15.0,PENDING_BANK,VERIFIED
CBK0002164,TXN00001135,USR63841,MCH3252,Apparel,ACCOUNT_TAKEOVER,HIGH,2731.02,2026-02-07 00:00:00,2026-02-22 00:00:00,15.0,CLOSED,NO_KYC_RECORD
CBK0000653,TXN00007307,USR21014,MCH6677,Restaurants,UNAUTHORIZED_TXN,MEDIUM,2349.32,2026-01-15 00:00:00,2026-01-30 00:00:00,15.0,CLOSED,NO_KYC_RECORD
CBK0002386,TXN00014331,USR53338,MCH9699,Hotels & Lodging,ACCOUNT_TAKEOVER,HIGH,678.63,2026-01-20 00:00:00,2026-02-04 00:00:00,15.0,OPEN,NO_KYC_RECORD
CBK0001067,TXN00000175,USR34435,MCH2971,Transportation,WRONG_AMOUNT,HIGH,1092.58,2026-02-23 00:00:00,2026-03-10 00:00:00,15.0,RESOLVED,NO_KYC_RECORD
CBK0002395,TXN00010795,USR27980,MCH9691,Transportation,DUPLICATE_DEBIT,LOW,933.13,2026-03-30 00:00:00,2026-04-14 00:00:00,15.0,IN_PROGRESS,VERIFIED
CBK0001876,,USR39217,MCH8156,Unknown,DUPLICATE_DEBIT,LOW,927.0,2026-03-06 00:00:00,2026-03-21 00:00:00,15.0,RESOLVED,VERIFIED
CBK0001458,TXN00002805,USR54378,MCH7432,Restaurants,DUPLICATE_DEBIT,MEDIUM,1623.96,2026-02-18 00:00:00,2026-03-05 00:00:00,15.0,CLOSED,NO_KYC_RECORD
CBK0002375,TXN00011957,USR17049,MCH2598,Pharmacy,ACCOUNT_TAKEOVER,MEDIUM,569.94,2026-02-22 00:00:00,2026-03-09 00:00:00,15.0,IN_PROGRESS,NO_KYC_RECORD
CBK0002553,TXN00012590,USR88142,MCH5542,Hotels & Lodging,GENERAL_DISPUTE,CRITICAL,8645.0,2026-03-16 00:00:00,2026-03-31 00:00:00,15.0,CLOSED,NO_KYC_RECORD
CBK0002110,TXN00019908,USR17716,MCH4921,Restaurants,ACCOUNT_TAKEOVER,LOW,14932.0,2026-02-03 00:00:00,2026-02-18 00:00:00,15.0,OPEN,VERIFIED
CBK0002780,TXN00040959,USR75376,MCH4293,Unknown,NOT_DELIVERED,HIGH,823.15,2026-02-26 00:00:00,2026-03-13 00:00:00,15.0,IN_PROGRESS,NO_KYC_RECORD
CBK0002173,TXN00013107,USR34733,MCH9675,Transportation,UNAUTHORIZED_TXN,LOW,2242.79,2026-03-28 00:00:00,2026-04-12 00:00:00,15.0,IN_PROGRESS,NO_KYC_RECORD
CBK0002617,TXN00016671,USR22220,MCH5625,Grocery,GENERAL_DISPUTE,LOW,1587.1,2026-02-09 00:00:00,2026-02-24 00:00:00,15.0,REJECTED,VERIFIED
CBK0000168,TXN00010651,USR49992,MCH6705,Pharmacy,UNAUTHORIZED_TXN,HIGH,23417.83,2026-01-19 00:00:00,2026-02-03 00:00:00,15.0,PENDING_BANK,NO_KYC_RECORD
CBK0000363,TXN00014836,USR49870,MCH1173,Hotels & Lodging,GENERAL_DISPUTE,LOW,10870.71,2026-03-22 00:00:00,2026-04-06 00:00:00,15.0,RESOLVED,NO_KYC_RECORD
CBK0000769,TXN00010549,USR90916,MCH1910,Hotels & Lodging,GENERAL_DISPUTE,HIGH,6630.73,2026-01-16 00:00:00,2026-01-31 00:00:00,15.0,IN_PROGRESS,VERIFIED
CBK0001840,TXN00009647,USR58622,MCH3704,Grocery,DUPLICATE_DEBIT,HIGH,878.05,2026-02-07 00:00:00,2026-02-22 00:00:00,15.0,REJECTED,VERIFIED
CBK0000211,TXN00019098,USR91395,MCH6219,Pharmacy,ACCOUNT_TAKEOVER,MEDIUM,536.94,2026-02-12 00:00:00,2026-02-27 00:00:00,15.0,PENDING_BANK,VERIFIED
CBK0001703,TXN00014396,USR55720,MCH3630,Restaurants,UNAUTHORIZED_TXN,HIGH,1107.61,2026-03-30 00:00:00,2026-04-14 00:00:00,15.0,CLOSED,VERIFIED
CBK0000819,TXN00008276,USR70794,MCH1079,Transportation,UNAUTHORIZED_TXN,HIGH,2947.75,2026-02-25 00:00:00,2026-03-12 00:00:00,15.0,OPEN,NO_KYC_RECORD
CBK0000622,TXN00007356,USR56405,MCH6491,Restaurants,DUPLICATE_DEBIT,LOW,4608.17,2026-02-25 00:00:00,2026-03-12 00:00:00,15.0,PENDING_BANK,VERIFIED
CBK0000051,TXN00015825,USR19450,MCH3712,Pharmacy,ACCOUNT_TAKEOVER,CRITICAL,272.77,2026-03-19 00:00:00,2026-04-03 00:00:00,15.0,RESOLVED,VERIFIED
CBK0001451,TXN00003075,USR25619,MCH1545,Transportation,WRONG_AMOUNT,LOW,2267.96,2026-01-19 00:00:00,2026-02-03 00:00:00,15.0,OPEN,VERIFIED
CBK0001000,,USR21798,MCH5980,Transportation,GENERAL_DISPUTE,CRITICAL,725.0,2026-03-09 00:00:00,2026-03-24 00:00:00,15.0,IN_PROGRESS,NO_KYC_RECORD
CBK0002351,TXN00008276,USR70794,MCH1079,Transportation,ACCOUNT_TAKEOVER,CRITICAL,3331.49,2026-03-08 00:00:00,2026-03-23 00:00:00,15.0,RESOLVED,NO_KYC_RECORD
CBK0000310,TXN00019838,USR35774,MCH8102,Transportation,UNAUTHORIZED_TXN,CRITICAL,2926.76,2026-02-04 00:00:00,2026-02-19 00:00:00,15.0,IN_PROGRESS,NO_KYC_RECORD
CBK0002695,TXN00009985,USR81626,MCH7316,Restaurants,UNAUTHORIZED_TXN,LOW,4262.78,2026-03-04 00:00:00,2026-03-19 00:00:00,15.0,OPEN,NO_KYC_RECORD
CBK0000673,TXN00006799,USR89783,MCH9029,Hotels & Lodging,FRAUD_SUSPECTED,MEDIUM,7272.77,2026-01-04 00:00:00,2026-01-19 00:00:00,15.0,REJECTED,NO_KYC_RECORD
CBK0002784,TXN00003041,USR14719,MCH8840,Restaurants,SERVICE_NOT_PROVIDED,MEDIUM,4136.0,2026-01-18 17:10:46,2026-02-02 17:10:46,15.0,RESOLVED,VERIFIED
CBK0000226,TXN00015815,USR94189,MCH5540,Grocery,GENERAL_DISPUTE,LOW,458.03,2026-02-11 01:43:00,2026-02-26 00:00:00,14.93,IN_PROGRESS,VERIFIED
CBK0000434,TXN00002783,USR30948,MCH9758,Grocery,FRAUD_SUSPECTED,MEDIUM,447.3,2026-01-10 02:14:17,2026-01-25 00:00:00,14.91,CLOSED,REJECTED
CBK0000430,TXN00018881,USR65839,MCH4067,Grocery,FRAUD_SUSPECTED,HIGH,2108.9,2026-02-11 03:20:31,2026-02-26 00:00:00,14.86,IN_PROGRESS,NO_KYC_RECORD
CBK0002125,TXN00011157,USR85170,MCH9374,Pharmacy,GENERAL_DISPUTE,MEDIUM,2138.06,2026-01-26 03:53:00,2026-02-10 00:00:00,14.84,PENDING_BANK,NO_KYC_RECORD
CBK0001661,TXN00009867,USR30052,MCH1367,Transportation,NOT_DELIVERED,HIGH,9736.35,2026-03-25 04:28:00,2026-04-09 00:00:00,14.81,REJECTED,NO_KYC_RECORD
CBK0002693,,USR66470,MCH7690,Unknown,ACCOUNT_TAKEOVER,MEDIUM,1231.18,2026-02-02 05:38:00,2026-02-17 00:00:00,14.77,OPEN,VERIFIED
CBK0000493,TXN00001975,USR99484,MCH5922,Pharmacy,WRONG_AMOUNT,HIGH,943.72,2026-01-21 09:21:00,2026-02-05 00:00:00,14.61,OPEN,VERIFIED
CBK0001676,TXN00013539,USR69970,MCH4340,Transportation,SERVICE_NOT_PROVIDED,MEDIUM,1619.34,2026-02-09 10:20:56,2026-02-24 00:00:00,14.57,REJECTED,NO_KYC_RECORD
CBK0000283,TXN00017871,USR84134,MCH7932,Grocery,FRAUD_SUSPECTED,HIGH,1129.96,2026-01-17 10:50:06,2026-02-01 00:00:00,14.55,REJECTED,NO_KYC_RECORD
CBK0001685,TXN00009635,USR24406,MCH6217,Grocery,DUPLICATE_DEBIT,LOW,1538.91,2026-01-29 11:05:25,2026-02-13 00:00:00,14.54,PENDING_BANK,VERIFIED
CBK0000440,TXN00019212,USR60294,MCH6994,Transportation,ACCOUNT_TAKEOVER,LOW,2786.25,2026-01-05 16:31:08,2026-01-20 03:57:35,14.48,OPEN,VERIFIED
CBK0000355,TXN00010372,USR61908,MCH1065,Unknown,UNAUTHORIZED_TXN,CRITICAL,307.0,2026-03-08 13:27:13,2026-03-23 00:00:00,14.44,IN_PROGRESS,NO_KYC_RECORD
CBK0002183,TXN00014087,USR64203,MCH4836,Restaurants,DUPLICATE_DEBIT,LOW,4901.36,2026-03-04 13:46:36,2026-03-19 00:00:00,14.43,REJECTED,NO_KYC_RECORD
CBK0002572,TXN00002760,USR38441,MCH2180,Restaurants,UNAUTHORIZED_TXN,LOW,1345.79,2026-01-15 14:26:16,2026-01-30 00:00:00,14.4,RESOLVED,NO_KYC_RECORD
CBK0000834,TXN00006801,USR29029,MCH5294,Restaurants,DUPLICATE_DEBIT,HIGH,1623.25,2026-01-04 16:40:24,2026-01-19 00:00:00,14.31,CLOSED,NO_KYC_RECORD
CBK0001545,TXN00005459,USR14920,MCH8763,Unknown,ACCOUNT_TAKEOVER,LOW,2038.0,2026-01-31 19:19:26,2026-02-15 00:00:00,14.19,REJECTED,NO_KYC_RECORD
CBK0000372,TXN00010170,USR12298,MCH3434,Transportation,GENERAL_DISPUTE,MEDIUM,11446.22,2026-01-03 19:40:32,2026-01-18 00:00:00,14.18,RESOLVED,NO_KYC_RECORD
CBK0002691,TXN00002791,USR72482,MCH6268,Grocery,SERVICE_NOT_PROVIDED,CRITICAL,15201.89,2026-01-27 20:56:14,2026-02-11 00:00:00,14.13,OPEN,NO_KYC_RECORD
CBK0000932,TXN00003371,USR14131,MCH2048,Grocery,FRAUD_SUSPECTED,LOW,737.83,2026-03-12 04:59:10,2026-03-26 00:00:00,13.79,PENDING_BANK,NO_KYC_RECORD
CBK0002163,TXN00012741,USR52604,MCH3549,Hotels & Lodging,UNAUTHORIZED_TXN,MEDIUM,863.52,2026-02-24 01:57:22,2026-03-09 00:00:00,12.92,IN_PROGRESS,NO_KYC_RECORD
CBK0002661,TXN00015325,USR27295,MCH1137,Transportation,SERVICE_NOT_PROVIDED,MEDIUM,5464.95,2026-02-07 02:21:34,2026-02-20 00:00:00,12.9,REJECTED,NO_KYC_RECORD
CBK0001361,,USR87714,MCH7560,Department Stores,WRONG_AMOUNT,MEDIUM,3014.44,2026-02-08 00:00:00,2026-02-19 15:31:00,11.65,IN_PROGRESS,NO_KYC_RECORD
CBK0002016,TXN00007362,USR94040,MCH9136,Grocery,SERVICE_NOT_PROVIDED,LOW,3269.55,2026-03-23 00:00:00,2026-04-03 14:15:00,11.59,IN_PROGRESS,VERIFIED
CBK0001826,TXN00012615,USR13620,MCH3562,Grocery,UNAUTHORIZED_TXN,MEDIUM,2049.68,2026-02-02 00:00:00,2026-02-13 14:10:00,11.59,PENDING_BANK,NO_KYC_RECORD
CBK0002118,TXN00008403,USR46267,MCH5474,Grocery,UNAUTHORIZED_TXN,MEDIUM,1117.0,2026-01-06 00:00:00,2026-01-17 11:54:07,11.5,PENDING_BANK,NO_KYC_RECORD
CBK0000835,TXN00016557,USR80837,MCH1898,Hotels & Lodging,ACCOUNT_TAKEOVER,MEDIUM,3670.72,2026-03-20 00:00:00,2026-03-31 11:25:32,11.48,PENDING_BANK,NO_KYC_RECORD
CBK0000056,TXN00002715,USR84606,MCH9133,Hotels & Lodging,SERVICE_NOT_PROVIDED,HIGH,43.83,2026-01-23 00:00:00,2026-02-03 08:44:00,11.36,REJECTED,NO_KYC_RECORD
CBK0001306,TXN00000143,USR68939,MCH8858,Pharmacy,WRONG_AMOUNT,MEDIUM,449.0,2026-03-15 00:00:00,2026-03-26 08:39:16,11.36,PENDING_BANK,VERIFIED
CBK0001229,TXN00014638,USR48448,MCH6858,Grocery,NOT_DELIVERED,LOW,1064.0,2026-01-24 18:42:59,2026-02-05 03:24:10,11.36,CLOSED,NO_KYC_RECORD
CBK0000747,TXN00015384,USR22270,MCH9642,Hotels & Lodging,GENERAL_DISPUTE,LOW,452.46,2026-02-21 00:00:00,2026-03-04 07:27:02,11.31,CLOSED,NO_KYC_RECORD
CBK0002692,TXN00011494,USR23004,MCH2631,Grocery,ACCOUNT_TAKEOVER,LOW,1084.65,2026-01-25 00:00:00,2026-02-05 07:06:20,11.3,REJECTED,NO_KYC_RECORD
CBK0000615,TXN00002775,USR46394,MCH7355,Transportation,FRAUD_SUSPECTED,HIGH,1908.8,2026-01-07 00:00:00,2026-01-18 06:04:00,11.25,OPEN,VERIFIED
CBK0002642,TXN00007026,USR77744,MCH4753,Transportation,UNAUTHORIZED_TXN,MEDIUM,12338.61,2026-02-13 00:00:00,2026-02-24 05:34:00,11.23,CLOSED,VERIFIED
CBK0001788,TXN00016160,USR84338,MCH9825,Unknown,DUPLICATE_DEBIT,MEDIUM,604.17,2026-01-25 00:00:00,2026-02-05 04:45:43,11.2,CLOSED,VERIFIED
CBK0001038,TXN00005386,USR78383,MCH8520,Pharmacy,GENERAL_DISPUTE,MEDIUM,2597.6,2026-01-24 00:00:00,2026-02-04 04:50:27,11.2,IN_PROGRESS,VERIFIED
CBK0002226,TXN00005923,USR68854,MCH5028,Transportation,UNAUTHORIZED_TXN,MEDIUM,1759.97,2026-01-26 00:00:00,2026-02-06 03:51:00,11.16,RESOLVED,NO_KYC_RECORD
CBK0001557,TXN00010126,USR11539,MCH1855,Transportation,GENERAL_DISPUTE,LOW,1107.77,2026-01-31 00:00:00,2026-02-11 02:05:00,11.09,IN_PROGRESS,NO_KYC_RECORD
CBK0000949,,USR50783,MCH9233,Unknown,NOT_DELIVERED,MEDIUM,7400.39,2026-01-14 00:00:00,2026-01-25 01:55:00,11.08,IN_PROGRESS,NO_KYC_RECORD
